parish_id,parish_name,municipality_id,party,votes
090752,Vila Franca do Deão,0907,IL,2
090753,Vila Garcia,0907,IL,9
090757,Gonçalo,0907,IL,7
090758,Guarda,0907,IL,693
090759,Jarmelo São Miguel,0907,IL,8
090760,Jarmelo São Pedro,0907,IL,3
090761,Avelãs de Ambom e Rocamondo,0907,IL,2
090762,Corujeira e Trinta,0907,IL,3
090763,"Mizarela, Pêro Soares e Vila Soeiro",0907,IL,2
090764,Pousade e Albardo,0907,IL,2
090765,Rochoso e Monte Margarida,0907,IL,1
090766,Adão,0907,IL,1
090801,Sameiro,0908,IL,3
090802,Manteigas (Santa Maria),0908,IL,21
090803,Manteigas (São Pedro),0908,IL,21
090804,Vale de Amoreira,0908,IL,4
090901,Aveloso,0909,IL,2
090902,Barreira,0909,IL,1
090905,Coriscada,0909,IL,0
090907,Longroiva,0909,IL,3
090908,Marialva,0909,IL,2
090912,Poço do Canto,0909,IL,2
090914,Rabaçal,0909,IL,1
090915,Ranhados,0909,IL,0
090917,"Mêda, Outeiro de Gatos e Fonte Longa",0909,IL,24
090918,Prova e Casteição,0909,IL,2
090919,"Vale Flor, Carvalhal e Pai Penela",0909,IL,2
091009,Ervedosa,0910,IL,0
091010,Freixedas,0910,IL,9
091012,Lamegal,0910,IL,3
091013,Lameiras,0910,IL,0
091014,Manigoto,0910,IL,2
091015,Pala,0910,IL,7
091017,Pinhel,0910,IL,33
091018,Pínzio,0910,IL,4
091024,Souro Pires,0910,IL,9
091027,Vascoveiro,0910,IL,3
091028,Agregação das freguesias Sul de Pinhel,0910,IL,9
091029,Alverca da Beira/Bouça Cova,0910,IL,6
091030,Terras de Massueime,0910,IL,1
091031,Valbom/Bogalhal,0910,IL,3
091032,Alto do Palurdo,0910,IL,3
091033,Vale do Côa,0910,IL,0
091034,Vale do Massueime,0910,IL,1
091035,Atalaia e Safurdão,0910,IL,2
091101,Águas Belas,0911,IL,3
091102,Aldeia do Bispo,0911,IL,3
091103,Aldeia da Ponte,0911,IL,4
091106,Aldeia Velha,0911,IL,2
091107,Alfaiates,0911,IL,0
091109,Baraçal,0911,IL,3
091110,Bendada,0911,IL,6
091111,Bismula,0911,IL,0
091112,Casteleiro,0911,IL,1
091113,Cerdeira,0911,IL,1
091114,Fóios,0911,IL,4
091118,Malcata,0911,IL,2
091120,Nave,0911,IL,4
091123,Quadrazais,0911,IL,1
091124,Quintas de São Bartolomeu,0911,IL,4
091125,Rapoula do Côa,0911,IL,4
091126,Rebolosa,0911,IL,2
091127,Rendo,0911,IL,3
091133,Sortelha,0911,IL,4
091134,Souto,0911,IL,12
091136,Vale de Espinho,0911,IL,2
091138,Vila Boa,0911,IL,0
091139,Vila do Touro,0911,IL,0
091141,"Aldeia da Ribeira, Vilar Maior e Badamalos",0911,IL,2
091142,Lajeosa e Forcalhos,0911,IL,4
091143,"Pousafoles do Bispo, Pena Lobo e Lomba",0911,IL,4
091144,"Ruvina, Ruivós e Vale das Éguas",0911,IL,1
091145,Sabugal e Aldeia de Santo António,0911,IL,33
091146,Santo Estêvão e Moita,0911,IL,4
091147,Seixo do Côa e Vale Longo,0911,IL,2
091201,Alvoco da Serra,0912,IL,3
091205,Girabolhos,0912,IL,2
091207,Loriga,0912,IL,15
091208,Paranhos,0912,IL,10
091209,Pinhanços,0912,IL,5
091210,Sabugueiro,0912,IL,2
091212,Sandomil,0912,IL,8
091213,Santa Comba,0912,IL,9
091216,Santiago,0912,IL,25
091219,Sazes da Beira,0912,IL,3
091221,Teixeira,0912,IL,1
091224,Travancinha,0912,IL,3
091225,Valezim,0912,IL,1
091228,Vila Cova à Coelheira,0912,IL,2
091230,Carragozela e Várzea de Meruge,0912,IL,4
091231,Sameice e Santa Eulália,0912,IL,8
091232,Santa Marinha e São Martinho,0912,IL,21
091233,"Seia, São Romão e Lapa dos Dinheiros",0912,IL,108
091234,Torrozelo e Folhadosa,0912,IL,8
091235,Tourais e Lajes,0912,IL,18
091236,Vide e Cabeça,0912,IL,7
091301,Aldeia Nova,0913,IL,0
091303,Castanheira,0913,IL,2
091304,Cogula,0913,IL,0
091305,Cótimos,0913,IL,0
091307,Fiães,0913,IL,0
091309,Granja,0913,IL,1
091310,Guilheiro,0913,IL,1
091311,Moimentinha,0913,IL,0
091312,Moreira de Rei,0913,IL,4
091313,Palhais,0913,IL,1
091314,Póvoa do Concelho,0913,IL,5
091315,Reboleiro,0913,IL,0
091316,Rio de Mel,0913,IL,1
091321,Tamanhos,0913,IL,0
091325,Valdujo,0913,IL,2
091330,Freches e Torres,0913,IL,3
091331,"Torre do Terrenho, Sebadelhe da Serra e Terrenho",0913,IL,2
091332,Trancoso (São Pedro e Santa Maria) e Souto Maior,0913,IL,47
091333,Vale do Seixo e Vila Garcia,0913,IL,2
091334,Vila Franca das Naves e Feital,0913,IL,4
091335,Vilares e Carnicães,0913,IL,2
091401,Almendra,0914,IL,3
091402,Castelo Melhor,0914,IL,0
091403,Cedovim,0914,IL,8
091404,Chãs,0914,IL,0
091405,Custóias,0914,IL,0
091407,Horta,0914,IL,1
091410,Muxagata,0914,IL,1
091411,Numão,0914,IL,1
091412,Santa Comba,0914,IL,1
091414,Sebadelhe,0914,IL,2
091415,Seixas,0914,IL,4
091416,Touça,0914,IL,3
091418,Freixo de Numão,0914,IL,3
091419,Vila Nova de Foz Côa,0914,IL,45
100102,Alfeizerão,1001,IL,86
100104,Bárrio,1001,IL,35
100105,Benedita,1001,IL,436
100106,Cela,1001,IL,94
100108,Évora de Alcobaça,1001,IL,116
100109,Maiorga,1001,IL,54
100112,São Martinho do Porto,1001,IL,133
100114,Turquel,1001,IL,159
100116,Vimeiro,1001,IL,47
100120,Aljubarrota,1001,IL,221
100121,Alcobaça e Vestiaria,1001,IL,301
100122,"Coz, Alpedriz e Montes",1001,IL,71
100123,Pataias e Martingança,1001,IL,223
100201,Almoster,1002,IL,6
100204,Maçãs de Dona Maria,1002,IL,14
100205,Pelmá,1002,IL,6
100208,Alvaiázere,1002,IL,31
100209,Pussos São Pedro,1002,IL,21
100301,Alvorge,1003,IL,25
100303,Avelar,1003,IL,41
100304,Chão de Couce,1003,IL,32
100306,Pousaflores,1003,IL,9
100307,Santiago da Guarda,1003,IL,74
100309,Ansião,1003,IL,81
100401,Batalha,1004,IL,460
100402,Reguengo do Fetal,1004,IL,73
100403,São Mamede,1004,IL,84
100404,Golpilheira,1004,IL,63
100502,Carvalhal,1005,IL,39
100503,Roliça,1005,IL,50
100505,Pó,1005,IL,17
100506,Bombarral e Vale Covo,1005,IL,210
100601,A dos Francos,1006,IL,36
100602,Alvorninha,1006,IL,72
100604,Carvalhal Benfeito,1006,IL,36
100606,Foz do Arelho,1006,IL,48
100607,Landal,1006,IL,8
100608,Nadadouro,1006,IL,67
100609,Salir de Matos,1006,IL,80
100611,Santa Catarina,1006,IL,94
100615,Vidais,1006,IL,18
100617,"Nossa Senhora do Pópulo, Coto e São Gregório",1006,IL,746
100618,Caldas da Rainha - Santo Onofre e Serra do Bouro,1006,IL,434
100619,Tornada e Salir do Porto,1006,IL,133
100703,Castanheira de Pêra e Coentral,1007,IL,27
100801,Aguda,1008,IL,9
100802,Arega,1008,IL,8
100803,Campelo,1008,IL,1
100806,Figueiró dos Vinhos e Bairradas,1008,IL,56
100901,Amor,1009,IL,147
100902,Arrabal,1009,IL,83
100907,Caranguejeira,1009,IL,171
100909,Coimbrão,1009,IL,37
100913,Maceira,1009,IL,391
100915,Milagres,1009,IL,149
100921,Regueira de Pontes,1009,IL,96
100925,Bajouca,1009,IL,84
100926,Bidoeira de Cima,1009,IL,77
100932,Colmeias e Memória,1009,IL,121
100933,"Leiria, Pousos, Barreira e Cortes",1009,IL,1839
100934,Marrazes e Barosa,1009,IL,1094
100935,Monte Real e Carvide,1009,IL,220
100936,Monte Redondo e Carreira,1009,IL,164
100937,Parceiros e Azoia,1009,IL,471
100938,Santa Catarina da Serra e Chainça,1009,IL,184
100939,Santa Eufémia e Boa Vista,1009,IL,167
100940,Souto da Carpalhosa e Ortigosa,1009,IL,238
101001,Marinha Grande,1010,IL,1043
101002,Vieira de Leiria,1010,IL,157
101003,Moita,1010,IL,37
101101,Famalicão,1011,IL,44
101102,Nazaré,1011,IL,228
101103,Valado dos Frades,1011,IL,60
101201,A dos Negros,1012,IL,37
101202,Amoreira,1012,IL,37
101203,Olho Marinho,1012,IL,38
101207,Vau,1012,IL,29
101208,Gaeiras,1012,IL,101
101209,Usseira,1012,IL,20
101210,"Santa Maria, São Pedro e Sobral da Lagoa",1012,IL,144
101301,Graça,1013,IL,6
101302,Pedrógão Grande,1013,IL,31
101303,Vila Facaia,1013,IL,7
101402,Atouguia da Baleia,1014,IL,307
101405,Serra d'El-Rei,1014,IL,54
101406,Ferrel,1014,IL,90
101407,Peniche,1014,IL,287
101501,Abiul,1015,IL,37
101503,Almagreira,1015,IL,70
101504,Carnide,1015,IL,40
101505,Carriço,1015,IL,78
101506,Louriçal,1015,IL,107
101508,Pelariga,1015,IL,70
101509,Pombal,1015,IL,533
101510,Redinha,1015,IL,55
101513,Vermoil,1015,IL,76
101514,Vila Cã,1015,IL,35
101515,Meirinhas,1015,IL,71
101518,"Guia, Ilha e Mata Mourisca",1015,IL,154
101519,Santiago e S.Simão de Litém e Albergaria dos Doze,1015,IL,155
101602,Alqueidão da Serra,1016,IL,63
101605,Calvaria de Cima,1016,IL,85
101606,Juncal,1016,IL,117
101608,Mira de Aire,1016,IL,104
101609,Pedreiras,1016,IL,102
101610,São Bento,1016,IL,18
101613,Serro Ventoso,1016,IL,34
101614,Porto de Mós - São João Baptista e São Pedro,1016,IL,225
101615,Alvados e Alcaria,1016,IL,27
101616,Arrimal e Mendiga,1016,IL,40
110106,Carnota,1101,IL,36
110107,Meca,1101,IL,32
110108,Olhalvo,1101,IL,45
110109,Ota,1101,IL,29
110113,Ventosa,1101,IL,44
110114,Vila Verde dos Francos,1101,IL,23
110117,Abrigada e Cabanas de Torres,1101,IL,100
110118,Aldeia Galega da Merceana e Aldeia Gavinha,1101,IL,75
110119,Alenquer (Santo Estêvão e Triana),1101,IL,544
110120,Carregado e Cadafais,1101,IL,387
110121,Ribafria e Pereiro de Palhacana,1101,IL,35
110201,Arranhó,1102,IL,67
110202,Arruda dos Vinhos,1102,IL,580
110203,Cardosas,1102,IL,25
110204,São Tiago dos Velhos,1102,IL,64
110301,Alcoentre,1103,IL,28
110302,Aveiras de Baixo,1103,IL,31
110303,Aveiras de Cima,1103,IL,99
110304,Azambuja,1103,IL,270
110306,Vale do Paraíso,1103,IL,15
110307,Vila Nova da Rainha,1103,IL,23
110310,"Manique do Intendente, V.N.de S.Pedro e Maçussa",1103,IL,43
110401,Alguber,1104,IL,12
110407,Peral,1104,IL,19
110409,Vermelha,1104,IL,31
110410,Vilar,1104,IL,41
110411,Cadaval e Pêro Moniz,1104,IL,118
110412,Lamas e Cercal,1104,IL,79
110413,Painho e Figueiros,1104,IL,37
110501,Alcabideche,1105,IL,1824
110506,São Domingos de Rana,1105,IL,2805
110507,Carcavelos e Parede,1105,IL,2634
110508,Cascais e Estoril,1105,IL,3328
110601,Ajuda,1106,IL,517
110602,Alcântara,1106,IL,648
110607,Beato,1106,IL,337
110608,Benfica,1106,IL,1784
110610,Campolide,1106,IL,744
110611,Carnide,1106,IL,980
110618,Lumiar,1106,IL,3671
110621,Marvila,1106,IL,795
110633,Olivais,1106,IL,1389
110639,São Domingos de Benfica,1106,IL,2413
110654,Alvalade,1106,IL,2418
110655,Areeiro,1106,IL,1542
110656,Arroios,1106,IL,1370
110657,Avenidas Novas,1106,IL,1987
110658,Belém,1106,IL,1300
110659,Campo de Ourique,1106,IL,1265
110660,Estrela,1106,IL,1201
110661,Misericórdia,1106,IL,364
110662,Parque das Nações,1106,IL,1541
110663,Penha de França,1106,IL,882
110664,Santa Clara,1106,IL,753
110665,Santa Maria Maior,1106,IL,207
110666,Santo António,1106,IL,699
110667,São Vicente,1106,IL,381
110702,Bucelas,1107,IL,146
110705,Fanhões,1107,IL,90
110707,Loures,1107,IL,1409
110708,Lousa,1107,IL,98
110726,Moscavide e Portela,1107,IL,953
110727,Sacavém e Prior Velho,1107,IL,939
110728,"Santa Iria de Azoia, São João da Talha e Bobadela",1107,IL,1613
110729,Santo Antão e São Julião do Tojal,1107,IL,313
110730,Santo António dos Cavaleiros e Frielas,1107,IL,934
110731,"Camarate, Unhos e Apelação",1107,IL,517
110803,Moita dos Ferreiros,1108,IL,20
110805,Reguengo Grande,1108,IL,34
110806,Santa Bárbara,1108,IL,57
110808,Vimeiro,1108,IL,40
110810,Ribamar,1108,IL,59
110812,Lourinhã e Atalaia,1108,IL,399
110813,Miragaia e Marteleira,1108,IL,88
110814,São Bartolomeu dos Galegos e Moledo,1108,IL,27
110902,Carvoeira,1109,IL,136
110904,Encarnação,1109,IL,150
110906,Ericeira,1109,IL,596
110909,Mafra,1109,IL,1118
110911,Milharado,1109,IL,403
110913,Santo Isidoro,1109,IL,197
110918,Azueira e Sobral da Abelheira,1109,IL,136
110919,"Enxara do Bispo, Gradil e Vila Franca do Rosário",1109,IL,150
110920,Igreja Nova e Cheleiros,1109,IL,165
110921,Malveira e São Miguel de Alcainça,1109,IL,479
110922,Venda do Pinheiro e Santo Estêvão das Galés,1109,IL,577
111002,Barcarena,1110,IL,836
111009,Porto Salvo,1110,IL,698
111012,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",1110,IL,3063
111013,Carnaxide e Queijas,1110,IL,2144
111014,"Oeiras e S.Julião da Barra, Paço de Arcos e Caxias",1110,IL,3242
111102,Algueirão-Mem Martins,1111,IL,2285
111105,Colares,1111,IL,335
111108,Rio de Mouro,1111,IL,1748
111115,Casal de Cambra,1111,IL,378
111122,Agualva e Mira-Sintra,1111,IL,912
111123,"Almargem do Bispo, Pêro Pinheiro e Montelavar",1111,IL,585
111124,Cacém e São Marcos,1111,IL,1073
111125,Massamá e Monte Abraão,1111,IL,1690
111126,Queluz e Belas,1111,IL,1861
111127,São João das Lampas e Terrugem,1111,IL,767
111128,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",1111,IL,1511
111201,Santo Quintino,1112,IL,124
111202,Sapataria,1112,IL,134
111203,Sobral de Monte Agraço,1112,IL,138
111306,Freiria,1113,IL,58
111310,Ponte do Rol,1113,IL,113
111311,Ramalhal,1113,IL,141
111314,São Pedro da Cadeira,1113,IL,188
111316,Silveira,1113,IL,344
111317,Turcifal,1113,IL,162
111318,Ventosa,1113,IL,139
111321,A dos Cunhados e Maceira,1113,IL,430
111322,Campelos e Outeiro da Cabeça,1113,IL,87
111323,Carvoeira e Carmões,1113,IL,82
111324,Dois Portos e Runa,1113,IL,83
111325,Maxial e Monte Redondo,1113,IL,67
111326,"Santa Maria, São Pedro e Matacães",1113,IL,1176
111408,Vialonga,1114,IL,649
111409,Vila Franca de Xira,1114,IL,593
111412,"Alhandra, São João dos Montes e Calhandriz",1114,IL,427
111413,Alverca do Ribatejo e Sobralinho,1114,IL,1532
111414,Castanheira do Ribatejo e Cachoeiras,1114,IL,188
111415,Póvoa de Santa Iria e Forte da Casa,1114,IL,1560
111512,Alfragide,1115,IL,871
111513,Águas Livres,1115,IL,1159
111514,Encosta do Sol,1115,IL,597
111515,Falagueira-Venda Nova,1115,IL,519
111516,Mina de Água,1115,IL,1325
111517,Venteira,1115,IL,904
111603,Odivelas,1116,IL,2428
111608,Pontinha e Famões,1116,IL,1225
111609,Póvoa de Santo Adrião e Olival Basto,1116,IL,453
111610,Ramada e Caneças,1116,IL,1520
120101,Alter do Chão,1201,IL,27
120102,Chancelaria,1201,IL,1
120103,Seda,1201,IL,1
120104,Cunheira,1201,IL,3
120201,Assunção,1202,IL,26
120202,Esperança,1202,IL,2
120203,Mosteiros,1202,IL,1
120302,Aldeia Velha,1203,IL,3
120303,Avis,1203,IL,14
120305,Ervedal,1203,IL,1
120306,Figueira e Barros,1203,IL,1
120309,Alcórrego e Maranhão,1203,IL,0
120310,Benavila e Valongo,1203,IL,7
120401,Nossa Senhora da Expectação,1204,IL,39
120402,Nossa Senhora da Graça dos Degolados,1204,IL,8
120403,São João Baptista,1204,IL,25
120501,Nossa Senhora da Graça de Póvoa e Meadas,1205,IL,3
120502,Santa Maria da Devesa,1205,IL,19
120503,Santiago Maior,1205,IL,1
120504,São João Baptista,1205,IL,10
120601,Aldeia da Mata,1206,IL,3
120604,Gáfete,1206,IL,3
120605,Monte da Pedra,1206,IL,2
120607,"Crato e Mártires, Flor da Rosa e Vale do Peso",1206,IL,13
120706,Santa Eulália,1207,IL,2
120707,São Brás e São Lourenço,1207,IL,36
120708,São Vicente e Ventosa,1207,IL,6
120712,"Assunção, Ajuda, Salvador e Santo Ildefonso",1207,IL,109
120713,"Caia, São Pedro e Alcáçova",1207,IL,35
120714,Barbacena e Vila Fernando,1207,IL,7
120715,Terrugem e Vila Boim,1207,IL,26
120801,Cabeço de Vide,1208,IL,17
120802,Fronteira,1208,IL,16
120803,São Saturnino,1208,IL,1
120902,Belver,1209,IL,5
120903,Comenda,1209,IL,8
120905,Margem,1209,IL,6
120906,Gavião e Atalaia,1209,IL,19
121001,Beirã,1210,IL,0
121002,Santa Maria de Marvão,1210,IL,2
121003,Santo António das Areias,1210,IL,4
121004,São Salvador da Aramenha,1210,IL,13
121101,Assumar,1211,IL,2
121102,Monforte,1211,IL,9
121103,Santo Aleixo,1211,IL,0
121104,Vaiamonte,1211,IL,4
121201,Alpalhão,1212,IL,3
121205,Montalvão,1212,IL,3
121207,Santana,1212,IL,1
121208,São Matias,1212,IL,1
121210,Tolosa,1212,IL,1
121211,Arez e Amieira do Tejo,1212,IL,1
121212,"Espírito Santo, Nossa Senhora da Graça e São Simão",1212,IL,38
121301,Galveias,1213,IL,9
121302,Montargil,1213,IL,21
121304,Foros de Arrão,1213,IL,7
121305,Longomel,1213,IL,10
121308,"Ponte de Sor, Tramaga e Vale de Açor",1213,IL,160
121401,Alagoa,1214,IL,5
121402,Alegrete,1214,IL,13
121404,Fortios,1214,IL,13
121410,Urra,1214,IL,16
121411,Sé e São Lourenço,1214,IL,194
121412,Reguengo e São Julião,1214,IL,7
121413,Ribeira de Nisa e Carreiras,1214,IL,31
121501,Cano,1215,IL,5
121502,Casa Branca,1215,IL,10
121503,Santo Amaro,1215,IL,2
121504,Sousel,1215,IL,16
130103,Ansiães,1301,IL,3
130107,Candemil,1301,IL,9
130112,Fregim,1301,IL,63
130115,Fridão,1301,IL,7
130117,Gondar,1301,IL,34
130118,Jazente,1301,IL,5
130119,Lomba,1301,IL,14
130120,Louredo,1301,IL,20
130121,Lufrei,1301,IL,37
130123,Mancelos,1301,IL,71
130126,Padronelo,1301,IL,18
130128,Rebordelo,1301,IL,1
130129,Salvador do Monte,1301,IL,11
130134,Gouveia (São Simão),1301,IL,8
130135,Telões,1301,IL,95
130136,Travanca,1301,IL,29
130138,Vila Caiz,1301,IL,56
130139,Vila Chã do Marão,1301,IL,12
130141,"Aboadela, Sanche e Várzea",1301,IL,15
130142,"Amarante (São Gonçalo), Madalena, Cepelos e Gatão",1301,IL,353
130143,"Bustelo, Carneiro e Carvalho de Rei",1301,IL,3
130144,Figueiró (Santiago e Santa Cristina),1301,IL,73
130145,Freixo de Cima e de Baixo,1301,IL,76
130146,Olo e Canadelo,1301,IL,4
130147,Vila Meã,1301,IL,109
130148,"Vila Garcia, Aboim e Chapa",1301,IL,35
130204,Frende,1302,IL,6
130205,Gestaçô,1302,IL,4
130206,Gove,1302,IL,14
130207,Grilo,1302,IL,6
130208,Loivos do Monte,1302,IL,2
130215,Santa Marinha do Zêzere,1302,IL,23
130219,Valadares,1302,IL,9
130220,Viariz,1302,IL,1
130221,Ancede e Ribadouro,1302,IL,23
130222,Baião (Santa Leocádia) e Mesquinhata,1302,IL,11
130223,Campelo e Ovil,1302,IL,59
130224,Loivos da Ribeira e Tresouras,1302,IL,2
130225,Santa Cruz do Douro e São Tomé de Covelas,1302,IL,9
130226,Teixeira e Teixeiró,1302,IL,8
130301,Aião,1303,IL,8
130302,Airães,1303,IL,50
130305,Friande,1303,IL,55
130306,Idães,1303,IL,93
130307,Jugueiros,1303,IL,16
130313,Penacova,1303,IL,20
130314,Pinheiro,1303,IL,23
130315,Pombeiro de Ribavizela,1303,IL,60
130317,Refontoura,1303,IL,52
130318,Regilde,1303,IL,33
130319,Revinhade,1303,IL,19
130324,Sendim,1303,IL,35
130334,Macieira da Lixa e Caramos,1303,IL,79
130335,"Margaride, Várzea, Lagares, Varziela e Moure",1303,IL,521
130336,"Pedreira, Rande e Sernande",1303,IL,94
130337,Torrados e Sousa,1303,IL,78
130338,Unhão e Lordelo,1303,IL,19
130339,Vila Cova da Lixa e Borba de Godim,1303,IL,154
130340,Vila Fria e Vizela (São Jorge),1303,IL,26
130341,Vila Verde e Santão,1303,IL,36
130405,Lomba,1304,IL,21
130408,Rio Tinto,1304,IL,1892
130412,Baguim do Monte (Rio Tinto),1304,IL,556
130413,Fânzeres e São Pedro da Cova,1304,IL,1013
130414,Foz do Sousa e Covelo,1304,IL,235
130415,"Gondomar (São Cosme), Valbom e Jovim",1304,IL,1861
130416,Melres e Medas,1304,IL,124
130502,Aveleda,1305,IL,46
130504,Caíde de Rei,1305,IL,46
130510,Lodares,1305,IL,60
130512,Macieira,1305,IL,30
130513,Meinedo,1305,IL,74
130515,Nevogilde,1305,IL,39
130524,Sousela,1305,IL,50
130525,Torno,1305,IL,43
130526,Vilar do Torno e Alentém,1305,IL,23
130527,Cernadelo e Lousada (São Miguel e Santa Margarida),1305,IL,47
130528,"Cristelos, Boim e Ordem",1305,IL,215
130529,Figueiras e Covas,1305,IL,45
130530,Lustosa e Barrosas (Santo Estêvão),1305,IL,145
130531,Nespereira e Casais,1305,IL,90
130532,"Silvares, Pias, Nogueira e Alvarenga",1305,IL,240
130601,Águas Santas,1306,IL,1199
130603,Folgosa,1306,IL,129
130608,Milheirós,1306,IL,229
130609,Moreira,1306,IL,720
130613,São Pedro Fins,1306,IL,72
130616,Vila Nova da Telha,1306,IL,338
130617,Pedrouços,1306,IL,487
130618,Castêlo da Maia,1306,IL,927
130619,Cidade da Maia,1306,IL,2351
130620,Nogueira e Silva Escura,1306,IL,401
130704,Banho e Carvalhosa,1307,IL,15
130705,Constance,1307,IL,39
130722,Soalhães,1307,IL,53
130723,Sobretâmega,1307,IL,23
130724,Tabuado,1307,IL,37
130730,Vila Boa do Bispo,1307,IL,68
130732,"Alpendorada, Várzea e Torrão",1307,IL,205
130733,Avessadas e Rosém,1307,IL,39
130734,Bem Viver,1307,IL,75
130735,Santo Isidoro e Livração,1307,IL,36
130736,Marco,1307,IL,347
130737,Paredes de Viadores e Manhuncelos,1307,IL,34
130738,Penha Longa e Paços de Gaiolo,1307,IL,58
130739,Sande e São Lourenço do Douro,1307,IL,71
130740,"Várzea, Aliviada e Folhada",1307,IL,58
130741,Vila Boa de Quires e Maureles,1307,IL,60
130811,"Custóias, Leça do Balio e Guifões",1308,IL,1613
130812,Matosinhos e Leça da Palmeira,1308,IL,2511
130813,"Perafita, Lavra e Santa Cruz do Bispo",1308,IL,1026
130814,São Mamede de Infesta e Senhora da Hora,1308,IL,2172
130902,Carvalhosa,1309,IL,149
130904,Eiriz,1309,IL,52
130905,Ferreira,1309,IL,119
130906,Figueiró,1309,IL,70
130908,Freamunde,1309,IL,186
130910,Meixomil,1309,IL,99
130913,Penamaior,1309,IL,108
130914,Raimonda,1309,IL,56
130916,Seroa,1309,IL,81
130917,Frazão Arreigada,1309,IL,146
130918,Paços de Ferreira,1309,IL,414
130919,Sanfins Lamoso Codessos,1309,IL,190
131001,Aguiar de Sousa,1310,IL,38
131002,Astromil,1310,IL,32
131003,Baltar,1310,IL,146
131004,Beire,1310,IL,47
131008,Cete,1310,IL,78
131009,Cristelo,1310,IL,50
131010,Duas Igrejas,1310,IL,86
131011,Gandra,1310,IL,177
131013,Lordelo,1310,IL,229
131014,Louredo,1310,IL,32
131017,Parada de Todeia,1310,IL,41
131018,Rebordosa,1310,IL,245
131019,Recarei,1310,IL,107
131020,Sobreira,1310,IL,80
131021,Sobrosa,1310,IL,55
131022,Vandoma,1310,IL,77
131024,Vilela,1310,IL,100
131025,Paredes,1310,IL,619
131101,Abragão,1311,IL,35
131102,Boelhe,1311,IL,29
131103,Bustelo,1311,IL,45
131104,Cabeça Santa,1311,IL,43
131105,Canelas,1311,IL,23
131106,Capela,1311,IL,20
131107,Castelões,1311,IL,38
131108,Croca,1311,IL,45
131109,Duas Igrejas,1311,IL,41
131110,Eja,1311,IL,22
131112,Fonte Arcada,1311,IL,39
131113,Galegos,1311,IL,68
131115,Irivo,1311,IL,60
131121,Oldrões,1311,IL,42
131122,Paço de Sousa,1311,IL,99
131125,Perozelo,1311,IL,33
131128,Rans,1311,IL,41
131129,Rio de Moinhos,1311,IL,49
131132,Recezinhos (São Mamede),1311,IL,42
131133,Recezinhos (São Martinho),1311,IL,38
131134,Sebolido,1311,IL,20
131136,Valpedre,1311,IL,37
131138,Rio Mau,1311,IL,38
131139,Penafiel,1311,IL,509
131140,Luzim e Vila Cova,1311,IL,28
131141,Guilhufe e Urrô,1311,IL,101
131142,Lagares e Figueira,1311,IL,60
131143,Termas de São Vicente,1311,IL,100
131202,Bonfim,1312,IL,840
131203,Campanhã,1312,IL,841
131210,Paranhos,1312,IL,2167
131211,Ramalde,1312,IL,2332
131216,"Aldoar, Foz do Douro e Nevogilde",1312,IL,1969
131217,"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória",1312,IL,1395
131218,Lordelo do Ouro e Massarelos,1312,IL,1601
131305,Balazar,1313,IL,79
131307,Estela,1313,IL,62
131308,Laundos,1313,IL,69
131311,Rates,1313,IL,74
131313,"Aver-o-Mar, Amorim e Terroso",1313,IL,524
131314,Aguçadoura e Navais,1313,IL,140
131315,"Póvoa de Varzim, Beiriz e Argivai",1313,IL,1407
131401,Agrela,1314,IL,48
131402,Água Longa,1314,IL,112
131405,Aves,1314,IL,315
131413,Monte Córdova,1314,IL,122
131416,Rebordões,1314,IL,99
131418,Reguenga,1314,IL,49
131419,Roriz,1314,IL,100
131430,Negrelos (São Tomé),1314,IL,104
131432,Vilarinho,1314,IL,113
131433,"Areias, Sequeiró, Lama e Palmeira",1314,IL,147
131434,Vila Nova do Campo,1314,IL,250
131435,Carreira e Refojos de Riba de Ave,1314,IL,62
131436,Lamelas e Guimarei,1314,IL,67
131437,"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",1314,IL,819
131501,Alfena,1315,IL,585
131503,Ermesinde,1315,IL,1413
131505,Valongo,1315,IL,1084
131506,Campo e Sobrado,1315,IL,409
131602,Árvore,1316,IL,263
131603,Aveleda,1316,IL,34
131604,Azurara,1316,IL,108
131607,Fajozes,1316,IL,34
131610,Gião,1316,IL,71
131611,Guilhabreu,1316,IL,80
131612,Junqueira,1316,IL,66
131613,Labruge,1316,IL,138
131614,Macieira da Maia,1316,IL,72
131616,Mindelo,1316,IL,218
131617,Modivas,1316,IL,66
131627,Vila Chã,1316,IL,172
131628,Vila do Conde,1316,IL,1159
131630,Vilar de Pinheiro,1316,IL,83
131631,"Bagunte, Ferreiró, Outeiro Maior e Parada",1316,IL,71
131632,Fornelo e Vairão,1316,IL,72
131633,Malta e Canidelo,1316,IL,61
131634,Retorta e Tougues,1316,IL,66
131635,Rio Mau e Arcos,1316,IL,86
131636,Touguinha e Touguinhó,1316,IL,141
131637,Vilar e Mosteiró,1316,IL,75
131701,Arcozelo,1317,IL,837
131702,Avintes,1317,IL,275
131703,Canelas,1317,IL,513
131704,Canidelo,1317,IL,1224
131709,Madalena,1317,IL,636
