parish_id,upper_district,lower_district,parent_upper_district
150709,Setúbal,Setúbal - SM 3,Setúbal
150710,Setúbal,Setúbal - SM 3,Setúbal
150711,Setúbal,Setúbal - SM 2,Setúbal
150802,Setúbal,Setúbal - SM 4,Setúbal
150803,Setúbal,Setúbal - SM 3,Setúbal
150804,Setúbal,Setúbal - SM 4,Setúbal
150806,Setúbal,Setúbal - SM 2,Setúbal
150901,Setúbal,Setúbal - SM 4,Setúbal
150902,Setúbal,Setúbal - SM 4,Setúbal
150903,Setúbal,Setúbal - SM 4,Setúbal
150904,Setúbal,Setúbal - SM 4,Setúbal
150907,Setúbal,Setúbal - SM 4,Setúbal
150910,Setúbal,Setúbal - SM 4,Setúbal
150912,Setúbal,Setúbal - SM 4,Setúbal
150914,Setúbal,Setúbal - SM 4,Setúbal
150915,Setúbal,Setúbal - SM 4,Setúbal
151002,Setúbal,Setúbal - SM 5,Setúbal
151005,Setúbal,Setúbal - SM 5,Setúbal
151006,Setúbal,Setúbal - SM 4,Setúbal
151008,Setúbal,Setúbal - SM 5,Setúbal
151009,Setúbal,Setúbal - SM 6,Setúbal
151010,Setúbal,Setúbal - SM 5,Setúbal
151101,Setúbal,Setúbal - SM 6,Setúbal
151102,Setúbal,Setúbal - SM 6,Setúbal
151103,Setúbal,Setúbal - SM 6,Setúbal
151205,Setúbal,Setúbal - SM 4,Setúbal
151207,Setúbal,Setúbal - SM 2,Setúbal
151208,Setúbal,Setúbal - SM 2,Setúbal
151209,Setúbal,Setúbal - SM 6,Setúbal
151210,Setúbal,Setúbal - SM 6,Setúbal
151301,Setúbal,Setúbal - SM 4,Setúbal
151302,Setúbal,Setúbal - SM 4,Setúbal
040102,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040103,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040111,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040118,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040119,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040120,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040121,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040122,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040123,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040124,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040125,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040126,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040201,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040203,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040204,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040206,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040209,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040210,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040212,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040213,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040215,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040216,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040217,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040218,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040219,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040221,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040224,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040225,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040226,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040229,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040230,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040232,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040233,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040234,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040236,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040239,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040240,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040241,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040244,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040246,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040247,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040248,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
040249,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040250,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040251,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040252,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040253,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040254,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040255,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040256,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040257,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040304,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040306,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040308,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040309,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040311,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040312,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040313,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040314,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040316,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040318,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040320,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040321,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040322,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040323,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040404,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040406,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040407,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040408,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040502,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040503,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040507,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040509,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040510,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040511,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040514,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040515,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040516,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040517,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040518,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040519,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040520,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040521,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040523,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040524,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040526,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040528,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040530,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040532,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040533,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040534,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040536,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
040538,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040539,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040540,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040541,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040542,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040543,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040544,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040604,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040605,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040607,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040608,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040609,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040611,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040612,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040613,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040616,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040618,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040619,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040620,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040621,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040701,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040702,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040703,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
040704,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040708,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040709,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040710,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040711,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040712,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040713,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040714,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040716,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040718,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040720,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040721,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040722,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040724,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040727,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040728,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040729,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040730,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040731,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040732,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040733,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040734,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040738,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040739,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040740,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040741,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040742,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040801,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040802,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040803,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040804,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040807,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040808,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040809,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040811,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040812,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040813,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040815,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040817,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040819,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040820,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040821,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040822,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040826,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040829,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040830,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040831,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040832,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040901,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040903,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040905,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040906,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040909,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040910,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040911,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040913,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040916,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040918,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040919,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
040920,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
040921,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
041002,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041005,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
041009,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041010,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
041011,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041012,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041013,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
041014,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041015,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041020,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041021,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
041022,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
041023,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
041024,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041103,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041107,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041108,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041109,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041110,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041113,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041114,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041115,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041116,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041117,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041201,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041203,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041204,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041206,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041207,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041208,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041215,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041216,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041219,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041221,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041226,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041227,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041229,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041230,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041232,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041233,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041234,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041235,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041236,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041237,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041238,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041239,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041240,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041241,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
041242,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
041243,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170101,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170107,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170108,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170109,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170112,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170113,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170114,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170116,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170117,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170118,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170120,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170121,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170122,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170123,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170203,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170208,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170210,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170213,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170215,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170217,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170218,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170219,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170220,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170221,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170301,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170302,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170305,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170309,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170310,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170312,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170313,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170314,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170316,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170317,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
170318,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170320,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170321,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170322,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170324,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170327,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170329,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
170330,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170331,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170333,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170334,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170340,Trás-os-Montes,Trás-os-Montes - SM 2,Trás-os-Montes
170341,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170343,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170344,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170345,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170347,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170348,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170349,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170350,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170353,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170354,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170355,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170356,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170357,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170358,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170359,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170360,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170361,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170401,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170402,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170403,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170407,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170408,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170501,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170502,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170505,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170508,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170509,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170510,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170601,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170603,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170604,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170607,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170609,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170612,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170616,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170618,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170619,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170623,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170625,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170626,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170627,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170629,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170631,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170632,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170635,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170636,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170637,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170638,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170639,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170640,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170641,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170642,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170643,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170701,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170703,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170704,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170705,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170708,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170710,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170711,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170802,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170805,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170809,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170810,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170813,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170814,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170815,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170817,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170818,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170901,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170902,Trás-os-Montes,Trás-os-Montes - SM 1,Trás-os-Montes
170906,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
170908,Trás-os-Montes,Trás-os-Montes - SM 3,Trás-os-Montes
