parish_id,upper_district,lower_district,parent_upper_district
110922,Lisboa 3,Lisboa 3 - SM 5,Lisboa 3
111102,Lisboa 3,Lisboa 3 - SM 3,Lisboa 3
111105,Lisboa 3,Lisboa 3 - SM 1,Lisboa 3
111108,Lisboa 3,Lisboa 3 - SM 3,Lisboa 3
111115,Lisboa 3,Lisboa 3 - SM 3,Lisboa 3
111122,Lisboa 3,Lisboa 3 - SM 3,Lisboa 3
111124,Lisboa 3,Lisboa 3 - SM 3,Lisboa 3
111125,Lisboa 3,Lisboa 3 - SM 3,Lisboa 3
111128,Lisboa 3,Lisboa 3 - SM 1,Lisboa 3
111129,Lisboa 3,Lisboa 3 - SM 3,Lisboa 3
111130,Lisboa 3,Lisboa 3 - SM 3,Lisboa 3
111131,Lisboa 3,Lisboa 3 - SM 5,Lisboa 3
111132,Lisboa 3,Lisboa 3 - SM 3,Lisboa 3
111133,Lisboa 3,Lisboa 3 - SM 3,Lisboa 3
111134,Lisboa 3,Lisboa 3 - SM 1,Lisboa 3
111135,Lisboa 3,Lisboa 3 - SM 5,Lisboa 3
111201,Lisboa 3,Lisboa 3 - SM 5,Lisboa 3
111202,Lisboa 3,Lisboa 3 - SM 5,Lisboa 3
111203,Lisboa 3,Lisboa 3 - SM 5,Lisboa 3
111306,Lisboa 3,Lisboa 3 - SM 2,Lisboa 3
111310,Lisboa 3,Lisboa 3 - SM 2,Lisboa 3
111311,Lisboa 3,Lisboa 3 - SM 2,Lisboa 3
111314,Lisboa 3,Lisboa 3 - SM 2,Lisboa 3
111316,Lisboa 3,Lisboa 3 - SM 2,Lisboa 3
111317,Lisboa 3,Lisboa 3 - SM 2,Lisboa 3
111318,Lisboa 3,Lisboa 3 - SM 2,Lisboa 3
111322,Lisboa 3,Lisboa 3 - SM 2,Lisboa 3
111323,Lisboa 3,Lisboa 3 - SM 5,Lisboa 3
111325,Lisboa 3,Lisboa 3 - SM 2,Lisboa 3
111326,Lisboa 3,Lisboa 3 - SM 2,Lisboa 3
111327,Lisboa 3,Lisboa 3 - SM 2,Lisboa 3
111328,Lisboa 3,Lisboa 3 - SM 2,Lisboa 3
111329,Lisboa 3,Lisboa 3 - SM 2,Lisboa 3
111330,Lisboa 3,Lisboa 3 - SM 5,Lisboa 3
310108,Madeira,Madeira - SM 1,Madeira
320101,Madeira,Madeira - SM 2,Madeira
310702,Madeira,Madeira - SM 1,Madeira
310202,Madeira,Madeira - SM 1,Madeira
310305,Madeira,Madeira - SM 1,Madeira
310306,Madeira,Madeira - SM 2,Madeira
310205,Madeira,Madeira - SM 1,Madeira
310106,Madeira,Madeira - SM 1,Madeira
310101,Madeira,Madeira - SM 1,Madeira
310405,Madeira,Madeira - SM 2,Madeira
310307,Madeira,Madeira - SM 1,Madeira
310604,Madeira,Madeira - SM 1,Madeira
310402,Madeira,Madeira - SM 2,Madeira
310703,Madeira,Madeira - SM 1,Madeira
310602,Madeira,Madeira - SM 1,Madeira
310903,Madeira,Madeira - SM 2,Madeira
310906,Madeira,Madeira - SM 2,Madeira
310204,Madeira,Madeira - SM 1,Madeira
310105,Madeira,Madeira - SM 1,Madeira
310803,Madeira,Madeira - SM 2,Madeira
310308,Madeira,Madeira - SM 2,Madeira
310309,Madeira,Madeira - SM 2,Madeira
310401,Madeira,Madeira - SM 2,Madeira
310704,Madeira,Madeira - SM 1,Madeira
310301,Madeira,Madeira - SM 2,Madeira
310302,Madeira,Madeira - SM 2,Madeira
311002,Madeira,Madeira - SM 2,Madeira
310102,Madeira,Madeira - SM 1,Madeira
310806,Madeira,Madeira - SM 2,Madeira
310603,Madeira,Madeira - SM 1,Madeira
310901,Madeira,Madeira - SM 2,Madeira
310304,Madeira,Madeira - SM 1,Madeira
310203,Madeira,Madeira - SM 1,Madeira
311001,Madeira,Madeira - SM 2,Madeira
310501,Madeira,Madeira - SM 1,Madeira
310701,Madeira,Madeira - SM 1,Madeira
310107,Madeira,Madeira - SM 1,Madeira
310403,Madeira,Madeira - SM 2,Madeira
310310,Madeira,Madeira - SM 1,Madeira
310404,Madeira,Madeira - SM 2,Madeira
310804,Madeira,Madeira - SM 2,Madeira
310601,Madeira,Madeira - SM 1,Madeira
310104,Madeira,Madeira - SM 1,Madeira
311003,Madeira,Madeira - SM 1,Madeira
310805,Madeira,Madeira - SM 2,Madeira
310503,Madeira,Madeira - SM 1,Madeira
310904,Madeira,Madeira - SM 2,Madeira
310905,Madeira,Madeira - SM 2,Madeira
310902,Madeira,Madeira - SM 2,Madeira
310103,Madeira,Madeira - SM 1,Madeira
310502,Madeira,Madeira - SM 1,Madeira
310201,Madeira,Madeira - SM 1,Madeira
310802,Madeira,Madeira - SM 2,Madeira
310303,Madeira,Madeira - SM 2,Madeira
130103,Porto 1,Porto 1 - SM 1,Porto 1
130107,Porto 1,Porto 1 - SM 1,Porto 1
130112,Porto 1,Porto 1 - SM 1,Porto 1
130115,Porto 1,Porto 1 - SM 1,Porto 1
130117,Porto 1,Porto 1 - SM 1,Porto 1
130118,Porto 1,Porto 1 - SM 1,Porto 1
130119,Porto 1,Porto 1 - SM 1,Porto 1
130120,Porto 1,Porto 1 - SM 2,Porto 1
130121,Porto 1,Porto 1 - SM 1,Porto 1
130123,Porto 1,Porto 1 - SM 1,Porto 1
130126,Porto 1,Porto 1 - SM 1,Porto 1
130128,Porto 1,Porto 1 - SM 1,Porto 1
130129,Porto 1,Porto 1 - SM 1,Porto 1
130134,Porto 1,Porto 1 - SM 1,Porto 1
130135,Porto 1,Porto 1 - SM 1,Porto 1
130136,Porto 1,Porto 1 - SM 2,Porto 1
130138,Porto 1,Porto 1 - SM 2,Porto 1
130139,Porto 1,Porto 1 - SM 1,Porto 1
130141,Porto 1,Porto 1 - SM 1,Porto 1
130142,Porto 1,Porto 1 - SM 1,Porto 1
130143,Porto 1,Porto 1 - SM 1,Porto 1
130144,Porto 1,Porto 1 - SM 2,Porto 1
130145,Porto 1,Porto 1 - SM 2,Porto 1
130146,Porto 1,Porto 1 - SM 1,Porto 1
130147,Porto 1,Porto 1 - SM 2,Porto 1
130148,Porto 1,Porto 1 - SM 1,Porto 1
130204,Porto 1,Porto 1 - SM 1,Porto 1
130205,Porto 1,Porto 1 - SM 1,Porto 1
130206,Porto 1,Porto 1 - SM 1,Porto 1
130207,Porto 1,Porto 1 - SM 1,Porto 1
130208,Porto 1,Porto 1 - SM 1,Porto 1
130215,Porto 1,Porto 1 - SM 1,Porto 1
130219,Porto 1,Porto 1 - SM 1,Porto 1
130220,Porto 1,Porto 1 - SM 1,Porto 1
130221,Porto 1,Porto 1 - SM 1,Porto 1
130222,Porto 1,Porto 1 - SM 1,Porto 1
130223,Porto 1,Porto 1 - SM 1,Porto 1
130224,Porto 1,Porto 1 - SM 1,Porto 1
130225,Porto 1,Porto 1 - SM 1,Porto 1
130226,Porto 1,Porto 1 - SM 1,Porto 1
130301,Porto 1,Porto 1 - SM 2,Porto 1
130302,Porto 1,Porto 1 - SM 2,Porto 1
130305,Porto 1,Porto 1 - SM 2,Porto 1
130306,Porto 1,Porto 1 - SM 2,Porto 1
130307,Porto 1,Porto 1 - SM 2,Porto 1
130313,Porto 1,Porto 1 - SM 2,Porto 1
130314,Porto 1,Porto 1 - SM 2,Porto 1
130315,Porto 1,Porto 1 - SM 2,Porto 1
130317,Porto 1,Porto 1 - SM 2,Porto 1
130318,Porto 1,Porto 1 - SM 2,Porto 1
130319,Porto 1,Porto 1 - SM 2,Porto 1
130324,Porto 1,Porto 1 - SM 2,Porto 1
130334,Porto 1,Porto 1 - SM 2,Porto 1
130335,Porto 1,Porto 1 - SM 2,Porto 1
130336,Porto 1,Porto 1 - SM 2,Porto 1
130337,Porto 1,Porto 1 - SM 2,Porto 1
130338,Porto 1,Porto 1 - SM 2,Porto 1
130339,Porto 1,Porto 1 - SM 2,Porto 1
130340,Porto 1,Porto 1 - SM 2,Porto 1
130341,Porto 1,Porto 1 - SM 2,Porto 1
130405,Porto 1,Porto 1 - SM 1,Porto 1
130408,Porto 1,Porto 1 - SM 4,Porto 1
130412,Porto 1,Porto 1 - SM 4,Porto 1
130413,Porto 1,Porto 1 - SM 4,Porto 1
130414,Porto 1,Porto 1 - SM 4,Porto 1
130415,Porto 1,Porto 1 - SM 4,Porto 1
130416,Porto 1,Porto 1 - SM 1,Porto 1
130502,Porto 1,Porto 1 - SM 2,Porto 1
130504,Porto 1,Porto 1 - SM 2,Porto 1
130510,Porto 1,Porto 1 - SM 1,Porto 1
130512,Porto 1,Porto 1 - SM 2,Porto 1
130513,Porto 1,Porto 1 - SM 2,Porto 1
130515,Porto 1,Porto 1 - SM 2,Porto 1
130524,Porto 1,Porto 1 - SM 2,Porto 1
130525,Porto 1,Porto 1 - SM 2,Porto 1
130526,Porto 1,Porto 1 - SM 2,Porto 1
130527,Porto 1,Porto 1 - SM 2,Porto 1
130528,Porto 1,Porto 1 - SM 2,Porto 1
130529,Porto 1,Porto 1 - SM 2,Porto 1
130531,Porto 1,Porto 1 - SM 2,Porto 1
130532,Porto 1,Porto 1 - SM 2,Porto 1
130533,Porto 1,Porto 1 - SM 2,Porto 1
130534,Porto 1,Porto 1 - SM 2,Porto 1
130704,Porto 1,Porto 1 - SM 2,Porto 1
130705,Porto 1,Porto 1 - SM 2,Porto 1
130722,Porto 1,Porto 1 - SM 1,Porto 1
130723,Porto 1,Porto 1 - SM 1,Porto 1
130724,Porto 1,Porto 1 - SM 1,Porto 1
130730,Porto 1,Porto 1 - SM 1,Porto 1
130732,Porto 1,Porto 1 - SM 1,Porto 1
130733,Porto 1,Porto 1 - SM 1,Porto 1
130734,Porto 1,Porto 1 - SM 1,Porto 1
130735,Porto 1,Porto 1 - SM 1,Porto 1
130736,Porto 1,Porto 1 - SM 1,Porto 1
130737,Porto 1,Porto 1 - SM 1,Porto 1
130739,Porto 1,Porto 1 - SM 1,Porto 1
130740,Porto 1,Porto 1 - SM 1,Porto 1
130741,Porto 1,Porto 1 - SM 1,Porto 1
130742,Porto 1,Porto 1 - SM 1,Porto 1
130743,Porto 1,Porto 1 - SM 1,Porto 1
130902,Porto 1,Porto 1 - SM 2,Porto 1
130904,Porto 1,Porto 1 - SM 2,Porto 1
130905,Porto 1,Porto 1 - SM 2,Porto 1
130906,Porto 1,Porto 1 - SM 2,Porto 1
130908,Porto 1,Porto 1 - SM 2,Porto 1
130910,Porto 1,Porto 1 - SM 2,Porto 1
130913,Porto 1,Porto 1 - SM 2,Porto 1
130914,Porto 1,Porto 1 - SM 2,Porto 1
130916,Porto 1,Porto 1 - SM 2,Porto 1
130920,Porto 1,Porto 1 - SM 2,Porto 1
130921,Porto 1,Porto 1 - SM 2,Porto 1
130922,Porto 1,Porto 1 - SM 2,Porto 1
130923,Porto 1,Porto 1 - SM 2,Porto 1
130924,Porto 1,Porto 1 - SM 2,Porto 1
130925,Porto 1,Porto 1 - SM 2,Porto 1
130926,Porto 1,Porto 1 - SM 2,Porto 1
131101,Porto 1,Porto 1 - SM 1,Porto 1
131102,Porto 1,Porto 1 - SM 1,Porto 1
131103,Porto 1,Porto 1 - SM 1,Porto 1
131104,Porto 1,Porto 1 - SM 1,Porto 1
131105,Porto 1,Porto 1 - SM 1,Porto 1
131106,Porto 1,Porto 1 - SM 1,Porto 1
131107,Porto 1,Porto 1 - SM 2,Porto 1
131108,Porto 1,Porto 1 - SM 1,Porto 1
131109,Porto 1,Porto 1 - SM 1,Porto 1
131110,Porto 1,Porto 1 - SM 1,Porto 1
131112,Porto 1,Porto 1 - SM 1,Porto 1
131113,Porto 1,Porto 1 - SM 1,Porto 1
131115,Porto 1,Porto 1 - SM 1,Porto 1
131121,Porto 1,Porto 1 - SM 1,Porto 1
131122,Porto 1,Porto 1 - SM 1,Porto 1
131125,Porto 1,Porto 1 - SM 1,Porto 1
131128,Porto 1,Porto 1 - SM 1,Porto 1
131129,Porto 1,Porto 1 - SM 1,Porto 1
131132,Porto 1,Porto 1 - SM 2,Porto 1
131133,Porto 1,Porto 1 - SM 2,Porto 1
131134,Porto 1,Porto 1 - SM 1,Porto 1
131136,Porto 1,Porto 1 - SM 1,Porto 1
131138,Porto 1,Porto 1 - SM 1,Porto 1
131139,Porto 1,Porto 1 - SM 1,Porto 1
131140,Porto 1,Porto 1 - SM 1,Porto 1
131141,Porto 1,Porto 1 - SM 1,Porto 1
131142,Porto 1,Porto 1 - SM 1,Porto 1
131143,Porto 1,Porto 1 - SM 1,Porto 1
131401,Porto 1,Porto 1 - SM 2,Porto 1
131402,Porto 1,Porto 1 - SM 2,Porto 1
131405,Porto 1,Porto 1 - SM 2,Porto 1
131413,Porto 1,Porto 1 - SM 2,Porto 1
131416,Porto 1,Porto 1 - SM 2,Porto 1
131418,Porto 1,Porto 1 - SM 2,Porto 1
131419,Porto 1,Porto 1 - SM 2,Porto 1
131430,Porto 1,Porto 1 - SM 2,Porto 1
131432,Porto 1,Porto 1 - SM 2,Porto 1
131433,Porto 1,Porto 1 - SM 2,Porto 1
131434,Porto 1,Porto 1 - SM 2,Porto 1
131435,Porto 1,Porto 1 - SM 2,Porto 1
131436,Porto 1,Porto 1 - SM 2,Porto 1
131437,Porto 1,Porto 1 - SM 2,Porto 1
131701,Porto 1,Porto 1 - SM 3,Porto 1
131702,Porto 1,Porto 1 - SM 5,Porto 1
131703,Porto 1,Porto 1 - SM 3,Porto 1
131704,Porto 1,Porto 1 - SM 5,Porto 1
131709,Porto 1,Porto 1 - SM 5,Porto 1
131712,Porto 1,Porto 1 - SM 4,Porto 1
131717,Porto 1,Porto 1 - SM 3,Porto 1
131723,Porto 1,Porto 1 - SM 5,Porto 1
131732,Porto 1,Porto 1 - SM 6,Porto 1
131733,Porto 1,Porto 1 - SM 3,Porto 1
131734,Porto 1,Porto 1 - SM 3,Porto 1
131735,Porto 1,Porto 1 - SM 6,Porto 1
131736,Porto 1,Porto 1 - SM 5,Porto 1
131737,Porto 1,Porto 1 - SM 6,Porto 1
131738,Porto 1,Porto 1 - SM 5,Porto 1
131739,Porto 1,Porto 1 - SM 5,Porto 1
131740,Porto 1,Porto 1 - SM 6,Porto 1
131741,Porto 1,Porto 1 - SM 4,Porto 1
131742,Porto 1,Porto 1 - SM 4,Porto 1
131743,Porto 1,Porto 1 - SM 6,Porto 1
131744,Porto 1,Porto 1 - SM 3,Porto 1
131745,Porto 1,Porto 1 - SM 3,Porto 1
131746,Porto 1,Porto 1 - SM 3,Porto 1
131747,Porto 1,Porto 1 - SM 5,Porto 1
130601,Porto 2,Porto 2 - SM 6,Porto 2
130603,Porto 2,Porto 2 - SM 3,Porto 2
130608,Porto 2,Porto 2 - SM 6,Porto 2
130609,Porto 2,Porto 2 - SM 4,Porto 2
130613,Porto 2,Porto 2 - SM 6,Porto 2
130616,Porto 2,Porto 2 - SM 2,Porto 2
130617,Porto 2,Porto 2 - SM 6,Porto 2
130618,Porto 2,Porto 2 - SM 5,Porto 2
130619,Porto 2,Porto 2 - SM 5,Porto 2
130620,Porto 2,Porto 2 - SM 3,Porto 2
130815,Porto 2,Porto 2 - SM 4,Porto 2
130816,Porto 2,Porto 2 - SM 4,Porto 2
130817,Porto 2,Porto 2 - SM 2,Porto 2
130818,Porto 2,Porto 2 - SM 4,Porto 2
130819,Porto 2,Porto 2 - SM 5,Porto 2
130820,Porto 2,Porto 2 - SM 4,Porto 2
130821,Porto 2,Porto 2 - SM 2,Porto 2
130822,Porto 2,Porto 2 - SM 4,Porto 2
130823,Porto 2,Porto 2 - SM 4,Porto 2
130824,Porto 2,Porto 2 - SM 4,Porto 2
131001,Porto 2,Porto 2 - SM 6,Porto 2
131002,Porto 2,Porto 2 - SM 3,Porto 2
131003,Porto 2,Porto 2 - SM 3,Porto 2
131004,Porto 2,Porto 2 - SM 3,Porto 2
131008,Porto 2,Porto 2 - SM 3,Porto 2
131009,Porto 2,Porto 2 - SM 3,Porto 2
131010,Porto 2,Porto 2 - SM 3,Porto 2
131011,Porto 2,Porto 2 - SM 3,Porto 2
131013,Porto 2,Porto 2 - SM 3,Porto 2
131014,Porto 2,Porto 2 - SM 3,Porto 2
131017,Porto 2,Porto 2 - SM 3,Porto 2
131018,Porto 2,Porto 2 - SM 3,Porto 2
131019,Porto 2,Porto 2 - SM 6,Porto 2
131020,Porto 2,Porto 2 - SM 3,Porto 2
131021,Porto 2,Porto 2 - SM 3,Porto 2
131022,Porto 2,Porto 2 - SM 3,Porto 2
131024,Porto 2,Porto 2 - SM 3,Porto 2
131025,Porto 2,Porto 2 - SM 3,Porto 2
131202,Porto 2,Porto 2 - SM 1,Porto 2
131203,Porto 2,Porto 2 - SM 1,Porto 2
131210,Porto 2,Porto 2 - SM 6,Porto 2
131211,Porto 2,Porto 2 - SM 4,Porto 2
131216,Porto 2,Porto 2 - SM 1,Porto 2
131217,Porto 2,Porto 2 - SM 1,Porto 2
131218,Porto 2,Porto 2 - SM 1,Porto 2
131305,Porto 2,Porto 2 - SM 5,Porto 2
131307,Porto 2,Porto 2 - SM 2,Porto 2
131308,Porto 2,Porto 2 - SM 2,Porto 2
131311,Porto 2,Porto 2 - SM 5,Porto 2
131316,Porto 2,Porto 2 - SM 2,Porto 2
131317,Porto 2,Porto 2 - SM 2,Porto 2
131318,Porto 2,Porto 2 - SM 5,Porto 2
131319,Porto 2,Porto 2 - SM 2,Porto 2
131320,Porto 2,Porto 2 - SM 2,Porto 2
131321,Porto 2,Porto 2 - SM 2,Porto 2
131322,Porto 2,Porto 2 - SM 2,Porto 2
131323,Porto 2,Porto 2 - SM 5,Porto 2
131501,Porto 2,Porto 2 - SM 3,Porto 2
131503,Porto 2,Porto 2 - SM 6,Porto 2
131505,Porto 2,Porto 2 - SM 6,Porto 2
131507,Porto 2,Porto 2 - SM 6,Porto 2
131508,Porto 2,Porto 2 - SM 3,Porto 2
131602,Porto 2,Porto 2 - SM 2,Porto 2
131603,Porto 2,Porto 2 - SM 4,Porto 2
131604,Porto 2,Porto 2 - SM 2,Porto 2
131607,Porto 2,Porto 2 - SM 2,Porto 2
131610,Porto 2,Porto 2 - SM 2,Porto 2
131611,Porto 2,Porto 2 - SM 4,Porto 2
131612,Porto 2,Porto 2 - SM 5,Porto 2
131613,Porto 2,Porto 2 - SM 2,Porto 2
131614,Porto 2,Porto 2 - SM 5,Porto 2
131616,Porto 2,Porto 2 - SM 2,Porto 2
131617,Porto 2,Porto 2 - SM 2,Porto 2
131627,Porto 2,Porto 2 - SM 2,Porto 2
131628,Porto 2,Porto 2 - SM 2,Porto 2
131630,Porto 2,Porto 2 - SM 4,Porto 2
131631,Porto 2,Porto 2 - SM 5,Porto 2
131636,Porto 2,Porto 2 - SM 5,Porto 2
131637,Porto 2,Porto 2 - SM 4,Porto 2
131638,Porto 2,Porto 2 - SM 5,Porto 2
131639,Porto 2,Porto 2 - SM 2,Porto 2
131640,Porto 2,Porto 2 - SM 2,Porto 2
131641,Porto 2,Porto 2 - SM 2,Porto 2
131642,Porto 2,Porto 2 - SM 2,Porto 2
131643,Porto 2,Porto 2 - SM 2,Porto 2
131644,Porto 2,Porto 2 - SM 5,Porto 2
131645,Porto 2,Porto 2 - SM 2,Porto 2
131806,Porto 2,Porto 2 - SM 3,Porto 2
131808,Porto 2,Porto 2 - SM 2,Porto 2
131810,Porto 2,Porto 2 - SM 5,Porto 2
131811,Porto 2,Porto 2 - SM 5,Porto 2
131812,Porto 2,Porto 2 - SM 2,Porto 2
131813,Porto 2,Porto 2 - SM 2,Porto 2
140104,Santarém,Santarém - SM 1,Santarém
140105,Santarém,Santarém - SM 2,Santarém
140106,Santarém,Santarém - SM 1,Santarém
140107,Santarém,Santarém - SM 1,Santarém
140108,Santarém,Santarém - SM 1,Santarém
140115,Santarém,Santarém - SM 1,Santarém
140118,Santarém,Santarém - SM 1,Santarém
140119,Santarém,Santarém - SM 1,Santarém
140120,Santarém,Santarém - SM 1,Santarém
140121,Santarém,Santarém - SM 1,Santarém
140122,Santarém,Santarém - SM 1,Santarém
140123,Santarém,Santarém - SM 1,Santarém
140124,Santarém,Santarém - SM 1,Santarém
140202,Santarém,Santarém - SM 3,Santarém
140206,Santarém,Santarém - SM 2,Santarém
140207,Santarém,Santarém - SM 3,Santarém
140208,Santarém,Santarém - SM 3,Santarém
140209,Santarém,Santarém - SM 2,Santarém
140211,Santarém,Santarém - SM 3,Santarém
140212,Santarém,Santarém - SM 3,Santarém
140301,Santarém,Santarém - SM 3,Santarém
140302,Santarém,Santarém - SM 3,Santarém
140303,Santarém,Santarém - SM 1,Santarém
140304,Santarém,Santarém - SM 3,Santarém
140401,Santarém,Santarém - SM 3,Santarém
140501,Santarém,Santarém - SM 1,Santarém
140502,Santarém,Santarém - SM 1,Santarém
140503,Santarém,Santarém - SM 1,Santarém
140504,Santarém,Santarém - SM 1,Santarém
140604,Santarém,Santarém - SM 3,Santarém
140605,Santarém,Santarém - SM 3,Santarém
140607,Santarém,Santarém - SM 3,Santarém
140608,Santarém,Santarém - SM 3,Santarém
140609,Santarém,Santarém - SM 3,Santarém
140610,Santarém,Santarém - SM 3,Santarém
140704,Santarém,Santarém - SM 1,Santarém
140705,Santarém,Santarém - SM 1,Santarém
140707,Santarém,Santarém - SM 1,Santarém
140708,Santarém,Santarém - SM 1,Santarém
140709,Santarém,Santarém - SM 1,Santarém
140801,Santarém,Santarém - SM 2,Santarém
140802,Santarém,Santarém - SM 1,Santarém
140803,Santarém,Santarém - SM 1,Santarém
140902,Santarém,Santarém - SM 1,Santarém
140903,Santarém,Santarém - SM 1,Santarém
140905,Santarém,Santarém - SM 1,Santarém
140907,Santarém,Santarém - SM 1,Santarém
140908,Santarém,Santarém - SM 1,Santarém
140910,Santarém,Santarém - SM 1,Santarém
140911,Santarém,Santarém - SM 1,Santarém
140912,Santarém,Santarém - SM 1,Santarém
141001,Santarém,Santarém - SM 2,Santarém
141002,Santarém,Santarém - SM 2,Santarém
141101,Santarém,Santarém - SM 2,Santarém
141103,Santarém,Santarém - SM 2,Santarém
141104,Santarém,Santarém - SM 2,Santarém
141106,Santarém,Santarém - SM 2,Santarém
141107,Santarém,Santarém - SM 2,Santarém
141110,Santarém,Santarém - SM 2,Santarém
141111,Santarém,Santarém - SM 2,Santarém
141201,Santarém,Santarém - SM 3,Santarém
141202,Santarém,Santarém - SM 3,Santarém
141203,Santarém,Santarém - SM 1,Santarém
141302,Santarém,Santarém - SM 1,Santarém
141303,Santarém,Santarém - SM 1,Santarém
141304,Santarém,Santarém - SM 1,Santarém
141305,Santarém,Santarém - SM 1,Santarém
141307,Santarém,Santarém - SM 1,Santarém
141309,Santarém,Santarém - SM 1,Santarém
141401,Santarém,Santarém - SM 3,Santarém
141402,Santarém,Santarém - SM 3,Santarém
141405,Santarém,Santarém - SM 3,Santarém
141408,Santarém,Santarém - SM 3,Santarém
141410,Santarém,Santarém - SM 3,Santarém
141411,Santarém,Santarém - SM 3,Santarém
141415,Santarém,Santarém - SM 3,Santarém
141416,Santarém,Santarém - SM 3,Santarém
141417,Santarém,Santarém - SM 3,Santarém
141418,Santarém,Santarém - SM 3,Santarém
141502,Santarém,Santarém - SM 1,Santarém
141503,Santarém,Santarém - SM 3,Santarém
141509,Santarém,Santarém - SM 1,Santarém
141510,Santarém,Santarém - SM 1,Santarém
141511,Santarém,Santarém - SM 1,Santarém
141512,Santarém,Santarém - SM 1,Santarém
141601,Santarém,Santarém - SM 3,Santarém
141602,Santarém,Santarém - SM 3,Santarém
141604,Santarém,Santarém - SM 3,Santarém
141605,Santarém,Santarém - SM 1,Santarém
141606,Santarém,Santarém - SM 3,Santarém
141607,Santarém,Santarém - SM 3,Santarém
141608,Santarém,Santarém - SM 3,Santarém
141613,Santarém,Santarém - SM 3,Santarém
141614,Santarém,Santarém - SM 3,Santarém
141616,Santarém,Santarém - SM 3,Santarém
141625,Santarém,Santarém - SM 3,Santarém
141628,Santarém,Santarém - SM 3,Santarém
141629,Santarém,Santarém - SM 3,Santarém
141630,Santarém,Santarém - SM 3,Santarém
141631,Santarém,Santarém - SM 3,Santarém
141632,Santarém,Santarém - SM 3,Santarém
141633,Santarém,Santarém - SM 3,Santarém
141635,Santarém,Santarém - SM 1,Santarém
141636,Santarém,Santarém - SM 1,Santarém
141701,Santarém,Santarém - SM 1,Santarém
141702,Santarém,Santarém - SM 1,Santarém
141703,Santarém,Santarém - SM 1,Santarém
141704,Santarém,Santarém - SM 1,Santarém
141802,Santarém,Santarém - SM 2,Santarém
141804,Santarém,Santarém - SM 2,Santarém
141808,Santarém,Santarém - SM 2,Santarém
141809,Santarém,Santarém - SM 2,Santarém
141813,Santarém,Santarém - SM 2,Santarém
141814,Santarém,Santarém - SM 2,Santarém
141817,Santarém,Santarém - SM 2,Santarém
141818,Santarém,Santarém - SM 2,Santarém
141819,Santarém,Santarém - SM 2,Santarém
141821,Santarém,Santarém - SM 2,Santarém
141822,Santarém,Santarém - SM 2,Santarém
141823,Santarém,Santarém - SM 2,Santarém
141902,Santarém,Santarém - SM 2,Santarém
141904,Santarém,Santarém - SM 2,Santarém
141909,Santarém,Santarém - SM 2,Santarém
141910,Santarém,Santarém - SM 3,Santarém
141916,Santarém,Santarém - SM 2,Santarém
141917,Santarém,Santarém - SM 2,Santarém
141918,Santarém,Santarém - SM 3,Santarém
141919,Santarém,Santarém - SM 2,Santarém
141920,Santarém,Santarém - SM 2,Santarém
141921,Santarém,Santarém - SM 2,Santarém
142001,Santarém,Santarém - SM 1,Santarém
142002,Santarém,Santarém - SM 1,Santarém
142003,Santarém,Santarém - SM 1,Santarém
142006,Santarém,Santarém - SM 1,Santarém
142101,Santarém,Santarém - SM 2,Santarém
142102,Santarém,Santarém - SM 2,Santarém
142104,Santarém,Santarém - SM 2,Santarém
142105,Santarém,Santarém - SM 2,Santarém
142106,Santarém,Santarém - SM 2,Santarém
142111,Santarém,Santarém - SM 2,Santarém
142113,Santarém,Santarém - SM 2,Santarém
142114,Santarém,Santarém - SM 2,Santarém
142115,Santarém,Santarém - SM 2,Santarém
142119,Santarém,Santarém - SM 2,Santarém
142123,Santarém,Santarém - SM 2,Santarém
142124,Santarém,Santarém - SM 2,Santarém
142125,Santarém,Santarém - SM 2,Santarém
142126,Santarém,Santarém - SM 2,Santarém
142127,Santarém,Santarém - SM 2,Santarém
142128,Santarém,Santarém - SM 2,Santarém
150104,Setúbal,Setúbal - SM 2,Setúbal
150105,Setúbal,Setúbal - SM 2,Setúbal
150106,Setúbal,Setúbal - SM 4,Setúbal
150108,Setúbal,Setúbal - SM 2,Setúbal
150109,Setúbal,Setúbal - SM 2,Setúbal
150110,Setúbal,Setúbal - SM 2,Setúbal
150201,Setúbal,Setúbal - SM 3,Setúbal
150202,Setúbal,Setúbal - SM 3,Setúbal
150203,Setúbal,Setúbal - SM 3,Setúbal
150303,Setúbal,Setúbal - SM 1,Setúbal
150312,Setúbal,Setúbal - SM 5,Setúbal
150313,Setúbal,Setúbal - SM 1,Setúbal
150314,Setúbal,Setúbal - SM 1,Setúbal
150315,Setúbal,Setúbal - SM 5,Setúbal
150407,Setúbal,Setúbal - SM 3,Setúbal
150409,Setúbal,Setúbal - SM 5,Setúbal
150410,Setúbal,Setúbal - SM 3,Setúbal
150411,Setúbal,Setúbal - SM 4,Setúbal
150501,Setúbal,Setúbal - SM 2,Setúbal
150503,Setúbal,Setúbal - SM 4,Setúbal
150505,Setúbal,Setúbal - SM 4,Setúbal
150506,Setúbal,Setúbal - SM 4,Setúbal
150601,Setúbal,Setúbal - SM 3,Setúbal
150603,Setúbal,Setúbal - SM 3,Setúbal
150607,Setúbal,Setúbal - SM 3,Setúbal
150608,Setúbal,Setúbal - SM 3,Setúbal
150701,Setúbal,Setúbal - SM 2,Setúbal
150704,Setúbal,Setúbal - SM 3,Setúbal
